1394603178	10.213.141.120	10.135.11.81	57566	10.213.141.120	80	3	3	0	0	3	0	2	759	636	/feeds/mfeeds_get_count	10.213.141.120	200	1	25
1394603178	10.213.141.120	10.135.3.226	51533	10.213.141.120	80	2	2	0	0	3	0	3	707	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	27
1394603178	10.213.141.120	10.231.128.157	48443	10.213.141.120	80	2	2	0	0	3	0	2	710	592	/feeds/mfeeds_get_count	10.213.141.120	200	1	26
1394603178	10.213.141.120	10.231.128.50	56330	10.213.141.120	80	2	2	0	0	3	0	2	710	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	27
1394603178	10.213.141.120	10.209.14.114	46550	10.213.141.120	80	2	2	0	0	3	0	2	707	609	/feeds/mfeeds_get_count	10.213.141.120	200	1	25
1394603178	10.213.141.120	10.231.128.91	59239	10.213.141.120	80	2	2	0	0	3	0	2	712	609	/feeds/mfeeds_get_count	10.213.141.120	200	1	36
1394603178	10.213.141.120	10.231.128.96	48323	10.213.141.120	80	2	2	0	0	3	0	2	707	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	30
1394603178	10.213.141.120	10.231.128.46	45215	10.213.141.120	80	2	2	0	0	3	0	2	704	609	/feeds/mfeeds_get_count	10.213.141.120	200	1	25
1394603178	10.213.141.120	10.231.128.97	41659	10.213.141.120	80	2	2	0	0	3	0	2	711	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	33
1394603178	10.213.141.120	10.231.128.45	60851	10.213.141.120	80	3	3	0	0	3	0	2	705	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	81
1394603178	10.213.141.120	10.135.11.82	34670	10.213.141.120	80	2	2	0	0	3	0	2	757	653	/feeds/mfeeds_get_count	10.213.141.120	200	1	28
1394603178	10.213.141.120	10.231.128.156	56404	10.213.141.120	80	2	2	0	0	3	0	2	703	607	/feeds/mfeeds_get_count	10.213.141.120	200	1	27
1394603178	10.213.141.120	10.231.128.95	40050	10.213.141.120	80	2	2	0	0	3	0	2	711	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	28
1394603178	10.213.141.120	211.139.60.19	28904	182.254.98.160	80	67	67	0	0	4	0	65	1240	2353	/get_information	m.qzone.com	200	1	54
1394603178	10.213.141.120	10.231.128.46	45218	10.213.141.120	80	2	2	0	0	3	0	2	707	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	35
1394603178	10.213.141.120	10.213.141.120	42709	10.213.142.165	80	0	0	0	0	5	0	0	1587	1929	/infocenter	m.qzone.com	200	1	2
1394603178	10.213.141.120	10.231.128.51	45864	10.213.141.120	80	2	2	0	0	3	0	2	699	592	/feeds/mfeeds_get_count	10.213.141.120	200	1	21
1394603178	10.213.141.120	10.135.5.32	40663	10.213.141.120	80	3	3	0	0	3	0	3	708	609	/feeds/mfeeds_get_count	10.213.141.120	200	1	33
1394603178	10.213.141.120	10.135.3.226	51549	10.213.141.120	80	2	2	0	0	3	0	2	711	608	/feeds/mfeeds_get_count	10.213.141.120	200	1	28
1394603178	10.213.141.120	10.231.128.96	48340	10.213.141.120	80	2	2	0	0	3	0	2	701	592	/feeds/mfeeds_get_count	10.213.141.120	200	1	33
1394603178	10.213.141.120	10.135.11.81	57587	10.213.141.120	80	2	2	0	0	3	0	2	749	636	/feeds/mfeeds_get_count	10.213.141.120	200	1	29
1394603178	10.213.141.120	10.135.2.156	49449	10.213.141.120	80	1	1	0	0	3	0	2	703	745	/feeds/mfeeds_get_count	10.213.141.120	200	1	40
1394603178	10.213.141.120	10.213.141.120	57193	10.213.142.170	80	0	0	0	0	25	0	5	2683	17592	/profile	m.qzone.com	200	1	253
1394603178	10.213.141.120	10.135.5.32	40668	10.213.141.120	80	1	1	0	0	3	0	1	701	593	/feeds/mfeeds_get_count	10.213.141.120	200	1	25
1394603178	10.213.141.120	10.209.14.114	46568	10.213.141.120	80	2	2	0	0	3	0	3	709	609	/feeds/mfeeds_get_count	10.213.141.120	200	1	25
1394603178	10.213.141.120	10.231.128.157	48468	10.213.141.120	80	2	2	0	0	3	0	2	710	609	/feeds/mfeeds_get_count	10.213.141.120	200	1	32
